GeoName,LineCode,Description,Unit,Year,Value
"Potter, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,6510561
"Potter, TX",2,Population (persons) 1/,Number of persons,2022,115645
"Potter, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56298
"Presidio, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,341120
"Presidio, TX",2,Population (persons) 1/,Number of persons,2022,5939
"Presidio, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57437
"Rains, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,527075
"Rains, TX",2,Population (persons) 1/,Number of persons,2022,12823
"Rains, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,41104
"Randall, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,8460916
"Randall, TX",2,Population (persons) 1/,Number of persons,2022,146140
"Randall, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57896
"Reagan, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,204550
"Reagan, TX",2,Population (persons) 1/,Number of persons,2022,3135
"Reagan, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,65247
"Real, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,164360
"Real, TX",2,Population (persons) 1/,Number of persons,2022,2840
"Real, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57873
"Red River, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,616943
"Red River, TX",2,Population (persons) 1/,Number of persons,2022,11542
"Red River, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53452
"Reeves, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,794089
"Reeves, TX",2,Population (persons) 1/,Number of persons,2022,12905
"Reeves, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,61533
"Refugio, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,360645
"Refugio, TX",2,Population (persons) 1/,Number of persons,2022,6632
"Refugio, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,54380
"Roberts, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,43370
"Roberts, TX",2,Population (persons) 1/,Number of persons,2022,803
"Roberts, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,54010
"Robertson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,923550
"Robertson, TX",2,Population (persons) 1/,Number of persons,2022,17153
"Robertson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,53842
"Rockwall, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,9346568
"Rockwall, TX",2,Population (persons) 1/,Number of persons,2022,123208
"Rockwall, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,75860
"Runnels, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,511705
"Runnels, TX",2,Population (persons) 1/,Number of persons,2022,9859
"Runnels, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51902
"Rusk, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2437347
"Rusk, TX",2,Population (persons) 1/,Number of persons,2022,53333
"Rusk, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45701
"Sabine, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,464686
"Sabine, TX",2,Population (persons) 1/,Number of persons,2022,10048
"Sabine, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46247
"San Augustine, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,449005
"San Augustine, TX",2,Population (persons) 1/,Number of persons,2022,7857
"San Augustine, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,57147
"San Jacinto, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1265833
"San Jacinto, TX",2,Population (persons) 1/,Number of persons,2022,28348
"San Jacinto, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,44653
"San Patricio, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3558673
"San Patricio, TX",2,Population (persons) 1/,Number of persons,2022,69954
"San Patricio, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50872
"San Saba, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,246565
"San Saba, TX",2,Population (persons) 1/,Number of persons,2022,5824
"San Saba, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,42336
"Schleicher, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,131271
"Schleicher, TX",2,Population (persons) 1/,Number of persons,2022,2357
"Schleicher, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55694
"Scurry, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,809405
"Scurry, TX",2,Population (persons) 1/,Number of persons,2022,16686
"Scurry, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48508
"Shackelford, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,336237
"Shackelford, TX",2,Population (persons) 1/,Number of persons,2022,3186
"Shackelford, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,105536
"Shelby, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1571668
"Shelby, TX",2,Population (persons) 1/,Number of persons,2022,24008
"Shelby, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,65464
"Sherman, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,289743
"Sherman, TX",2,Population (persons) 1/,Number of persons,2022,2799
"Sherman, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,103517
"Smith, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,16156522
"Smith, TX",2,Population (persons) 1/,Number of persons,2022,241922
"Smith, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,66784
"Somervell, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,569424
"Somervell, TX",2,Population (persons) 1/,Number of persons,2022,9757
"Somervell, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,58361
"Starr, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2079818
"Starr, TX",2,Population (persons) 1/,Number of persons,2022,65728
"Starr, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,31643
"Stephens, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,440014
"Stephens, TX",2,Population (persons) 1/,Number of persons,2022,9390
"Stephens, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46860
"Sterling, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,94626
"Sterling, TX",2,Population (persons) 1/,Number of persons,2022,1417
"Sterling, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,66779
"Stonewall, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,104957
"Stonewall, TX",2,Population (persons) 1/,Number of persons,2022,1182
"Stonewall, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,88796
"Sutton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,222032
"Sutton, TX",2,Population (persons) 1/,Number of persons,2022,3217
"Sutton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,69018
"Swisher, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,491170
"Swisher, TX",2,Population (persons) 1/,Number of persons,2022,6881
"Swisher, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,71381
"Tarrant, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,133502348
"Tarrant, TX",2,Population (persons) 1/,Number of persons,2022,2154595
"Tarrant, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,61962
"Taylor, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,8067010
"Taylor, TX",2,Population (persons) 1/,Number of persons,2022,145163
"Taylor, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55572
"Terrell, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,41677
"Terrell, TX",2,Population (persons) 1/,Number of persons,2022,693
"Terrell, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,60140
"Terry, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,499034
"Terry, TX",2,Population (persons) 1/,Number of persons,2022,11567
"Terry, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,43143
"Throckmorton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,72359
"Throckmorton, TX",2,Population (persons) 1/,Number of persons,2022,1550
"Throckmorton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46683
"Titus, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1619712
"Titus, TX",2,Population (persons) 1/,Number of persons,2022,31208
"Titus, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51901
"Tom Green, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,7492866
"Tom Green, TX",2,Population (persons) 1/,Number of persons,2022,118892
"Tom Green, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,63022
"Travis, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,113981201
"Travis, TX",2,Population (persons) 1/,Number of persons,2022,1326436
"Travis, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,85930
"Trinity, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,649277
"Trinity, TX",2,Population (persons) 1/,Number of persons,2022,13996
"Trinity, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,46390
"Tyler, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,860205
"Tyler, TX",2,Population (persons) 1/,Number of persons,2022,20030
"Tyler, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,42946
"Upshur, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1923809
"Upshur, TX",2,Population (persons) 1/,Number of persons,2022,42488
"Upshur, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45279
"Upton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,226171
"Upton, TX",2,Population (persons) 1/,Number of persons,2022,3152
"Upton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,71755
"Uvalde, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1316009
"Uvalde, TX",2,Population (persons) 1/,Number of persons,2022,24940
"Uvalde, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,52767
"Val Verde, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2280496
"Val Verde, TX",2,Population (persons) 1/,Number of persons,2022,47606
"Val Verde, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47904
"Van Zandt, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2874061
"Van Zandt, TX",2,Population (persons) 1/,Number of persons,2022,62859
"Van Zandt, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,45722
"Victoria, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,5375580
"Victoria, TX",2,Population (persons) 1/,Number of persons,2022,91065
"Victoria, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,59030
"Walker, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2652494
"Walker, TX",2,Population (persons) 1/,Number of persons,2022,78870
"Walker, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,33631
"Waller, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,3198051
"Waller, TX",2,Population (persons) 1/,Number of persons,2022,61894
"Waller, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51670
"Ward, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,645552
"Ward, TX",2,Population (persons) 1/,Number of persons,2022,10964
"Ward, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,58879
"Washington, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2650496
"Washington, TX",2,Population (persons) 1/,Number of persons,2022,36159
"Washington, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,73301
"Webb, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,10945018
"Webb, TX",2,Population (persons) 1/,Number of persons,2022,267780
"Webb, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,40873
"Wharton, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2153148
"Wharton, TX",2,Population (persons) 1/,Number of persons,2022,41824
"Wharton, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,51481
"Wheeler, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,226839
"Wheeler, TX",2,Population (persons) 1/,Number of persons,2022,4807
"Wheeler, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,47189
"Wichita, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,6626118
"Wichita, TX",2,Population (persons) 1/,Number of persons,2022,129978
"Wichita, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,50979
"Wilbarger, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,700208
"Wilbarger, TX",2,Population (persons) 1/,Number of persons,2022,12491
"Wilbarger, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56057
"Willacy, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,703487
"Willacy, TX",2,Population (persons) 1/,Number of persons,2022,20143
"Willacy, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,34925
"Williamson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,45040688
"Williamson, TX",2,Population (persons) 1/,Number of persons,2022,671418
"Williamson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,67083
"Wilson, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2987959
"Wilson, TX",2,Population (persons) 1/,Number of persons,2022,52735
"Wilson, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,56660
"Winkler, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,493069
"Winkler, TX",2,Population (persons) 1/,Number of persons,2022,7306
"Winkler, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,67488
"Wise, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,4149943
"Wise, TX",2,Population (persons) 1/,Number of persons,2022,74895
"Wise, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,55410
"Wood, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,2291270
"Wood, TX",2,Population (persons) 1/,Number of persons,2022,46857
"Wood, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,48899
"Yoakum, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,368365
"Yoakum, TX",2,Population (persons) 1/,Number of persons,2022,7451
"Yoakum, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,49438
"Young, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,1132161
"Young, TX",2,Population (persons) 1/,Number of persons,2022,17962
"Young, TX",3,Per capita personal income (dollars) 2/,Dollars,2022,63031
"Zapata, TX",1,Personal income (thousands of dollars),Thousands of dollars,2022,458065
"Zapata, TX",2,Population (persons) 1/,Number of persons,2022,13849
